Wavelength (nm),Current (A)
350.005,6.299161549333333e-09
360.018,1.1028471042888892e-08
370.028,1.644773385333333e-08
380.034,2.6110168598888902e-08
390.036,4.458698903111111e-08
400.035,6.83046689422222e-08
410.031,9.797292498444443e-08
420.022,1.3514952112222217e-07
430.009,1.6282961288888882e-07
439.993,2.0113184916666653e-07
449.972,2.4797650624444445e-07
460.026,2.9567302783333327e-07
469.997,3.3816973682222215e-07
479.963,3.8641910020000026e-07
490.005,4.3174849376666664e-07
499.962,4.728405019666666e-07
509.993,5.109486579e-07
520.02,5.415406597333336e-07
529.963,5.716222853e-07
539.98,5.917679617111112e-07
549.992,6.074911603999996e-07
559.998,6.154032542777777e-07
570.0,6.382320901333331e-07
579.995,6.466152890666663e-07
589.986,6.597529035111113e-07
599.97,6.76291432355556e-07
610.028,6.762231259444443e-07
620.001,6.621043130555557e-07
629.968,6.504091066555554e-07
640.008,6.443660190444445e-07
649.963,6.340861829000002e-07
659.991,6.078906763777778e-07
670.012,5.462558338555556e-07
680.026,3.721913019888889e-07
690.032,1.8331238679999995e-07
700.032,7.015762495777778e-08
710.026,2.5108506293333324e-08
720.012,9.473734202888891e-09
729.991,4.438123929e-09
739.964,2.670284605888887e-09
750.007,1.907834051333333e-09
