Wavelength (nm),Current (A)
349.99,2.9487575056666666e-09
359.996,5.038805180222222e-09
369.998,7.730985078999999e-09
379.997,1.2848375558888893e-08
389.992,2.224224975777778e-08
399.984,3.405464918222222e-08
409.971,4.806904923222222e-08
420.035,6.501841652222222e-08
430.015,7.794240502888889e-08
439.991,9.75752010088889e-08
449.963,1.2115106417777773e-07
460.01,1.460397528333334e-07
469.973,1.6801896712222217e-07
480.012,1.9375808044444444e-07
489.966,2.1689570215555553e-07
499.995,2.395185220222222e-07
510.02,2.597793067333331e-07
520.039,2.7754444537777766e-07
529.974,2.9438737049999997e-07
539.984,3.0524387330000003e-07
549.988,3.144386246333332e-07
559.987,3.3042718433333333e-07
569.981,3.3566397088888906e-07
579.969,3.388231281666665e-07
590.031,3.440671022333332e-07
600.008,3.4434248812222203e-07
609.979,3.335674137444444e-07
620.024,3.1982118658888894e-07
629.983,3.0720984775555554e-07
640.016,3.024441935555555e-07
649.963,2.963723529111113e-07
659.983,2.835834503111111e-07
669.997,2.6653774866666664e-07
680.004,2.491906436e-07
689.986,2.9724250073333317e-07
699.982,2.9375161108888887e-07
709.971,2.804297653666666e-07
720.031,2.563107636000001e-07
730.006,2.2400604984444435e-07
739.974,1.8518879581111102e-07
750.014,1.402837121555555e-07
