Wavelength (nm),Current (A)
349.973,5.654019276888889e-09
359.99,1.0642057801222221e-08
370.003,1.6774758939999997e-08
380.013,1.1946635184677777e-08
390.019,4.5813939817777785e-08
400.022,7.058344769111112e-08
410.021,1.0074694045333333e-07
420.016,1.375224412222222e-07
430.007,1.6419739070000005e-07
439.994,2.0170739138888888e-07
449.977,2.500725247666666e-07
460.035,2.99256907311111e-07
470.01,3.453166577333333e-07
479.98,3.9467860004444423e-07
490.025,4.447293519666668e-07
499.985,4.890470319444444e-07
510.021,5.320392655888889e-07
519.972,5.661034234111111e-07
529.998,6.002169153444442e-07
540.019,6.23834248633333e-07
550.034,6.360667366e-07
559.965,6.542789479888886e-07
569.97,6.808420160000004e-07
579.97,6.916389311888887e-07
589.964,7.041580904444444e-07
600.032,7.241958410888886e-07
610.014,7.25306290477778e-07
619.991,7.084622965444443e-07
629.962,6.947903542222223e-07
640.006,6.904804213444447e-07
649.964,6.826442606555554e-07
659.996,6.578631379555551e-07
670.021,6.022787883444443e-07
680.039,4.4569482904444473e-07
690.015,2.2043798826666669e-07
700.014,8.560538868888885e-08
710.006,3.136640745000001e-08
719.99,1.1946520135555557e-08
729.968,5.397548223222223e-09
740.018,3.057735538e-09
749.981,2.070300552888889e-09
