Wavelength (nm),Power (W)
350.005,1.2157574950499992e-07
360.018,1.3870431395400002e-07
370.028,1.5812184336700008e-07
380.034,1.92034576933e-07
390.036,2.399720903729999e-07
400.035,3.1000907939000007e-07
410.031,3.8996316759000014e-07
420.022,4.787449387400004e-07
430.009,5.249268767000001e-07
439.993,6.091470927699999e-07
449.972,7.1097042169e-07
460.026,8.102941532899994e-07
469.997,8.896272317000004e-07
479.963,9.829278898099996e-07
490.005,1.0655738617500004e-06
499.962,1.1401754192299997e-06
509.993,1.2161997056799995e-06
520.02,1.27298605609e-06
529.963,1.3362662980999996e-06
539.98,1.3742169942899997e-06
549.992,1.4080939053100002e-06
559.998,1.4244340105199999e-06
570.0,1.47773299547e-06
579.995,1.4893864199099997e-06
589.986,1.5058597938500001e-06
599.97,1.5173619664399993e-06
610.028,1.4869647827700004e-06
620.001,1.4303902685000005e-06
629.968,1.3960133531499997e-06
640.008,1.3811346383600003e-06
649.963,1.360046294429999e-06
659.991,1.3066924771000005e-06
670.012,1.2385865562200001e-06
680.026,1.1692166418899998e-06
690.032,1.25729177804e-06
700.032,1.3060348714899993e-06
710.026,1.3316988042800005e-06
720.012,1.3343156172100003e-06
729.991,1.3264443731300003e-06
739.964,1.29986023809e-06
750.007,1.2650656555500007e-06
