Wavelength (nm),Current (A)
349.973,9.10425244411111e-09
359.99,1.5695361178888884e-08
370.003,2.4948178884444447e-08
380.013,4.245500976333332e-08
390.019,6.884459092555551e-08
400.022,9.847388195000002e-08
410.021,1.356973343222222e-07
420.016,1.782196420777778e-07
430.007,2.0332727973333326e-07
439.994,2.4956408155555546e-07
449.977,2.983095417666667e-07
460.035,3.4791419340000015e-07
470.01,3.92663904511111e-07
479.98,4.4418721569999996e-07
490.025,4.874734189555555e-07
499.985,5.304773875999999e-07
510.021,5.654216586777775e-07
519.972,5.963930824222222e-07
529.998,6.224725606111115e-07
540.019,6.361082950666663e-07
550.034,6.456514300111112e-07
559.965,6.751142930666668e-07
569.97,6.909051810000002e-07
579.97,6.985228236555552e-07
589.964,7.115022267333334e-07
600.032,7.124920426e-07
610.014,6.924296866666666e-07
619.991,6.703949541666667e-07
629.962,6.594293180000001e-07
640.006,6.550791602666663e-07
649.964,6.407889826888888e-07
659.996,6.011402554222222e-07
670.021,5.09762807411111e-07
680.039,3.3124206724444447e-07
690.015,1.708120552888889e-07
700.014,7.062916677666667e-08
710.006,2.9138669708888902e-08
719.99,1.3474091161111109e-08
729.968,6.646376453888886e-09
740.018,3.3108395439999983e-09
749.981,1.7371178891111105e-09
