Wavelength (nm),Power (W)
349.972,1.36899191293e-07
359.988,1.6492431000800003e-07
370.002,2.0769834545900008e-07
380.012,2.8364688041e-07
390.018,3.723828980199998e-07
400.02,4.6925692985e-07
410.019,5.753353833200002e-07
420.014,6.861118436e-07
430.005,7.303451895499999e-07
439.992,8.490022008700003e-07
449.975,9.558728654800002e-07
460.034,1.06751131281e-06
470.008,1.1631992171799993e-06
479.978,1.2803211557499998e-06
490.023,1.3651600431900002e-06
499.984,1.45644674434e-06
510.019,1.5223213257199998e-06
519.97,1.592198081549999e-06
529.996,1.6414590231400012e-06
540.017,1.65988421702e-06
550.032,1.6755335524900001e-06
559.963,1.7381683566900004e-06
569.968,1.7613162547999998e-06
579.968,1.7676952051000006e-06
589.962,1.7797944104599992e-06
600.029,1.7568231116999996e-06
610.012,1.6935944211200004e-06
619.989,1.6361295921900014e-06
630.038,1.5904944154700002e-06
640.003,1.5628580672499994e-06
649.962,1.5113575096800006e-06
659.993,1.4282073988899992e-06
670.018,1.3382375368699994e-06
680.036,1.2628849281699997e-06
690.012,1.4296406146300004e-06
700.011,1.4717947124299996e-06
710.003,1.4793979016700004e-06
719.988,1.4712101927200001e-06
729.966,1.4436858737300002e-06
740.015,1.40986058562e-06
749.979,1.3754694475599998e-06
