Wavelength (nm),Power (W)
350.005,1.07571962967e-07
360.018,1.2588183316199997e-07
370.028,1.4605889183599997e-07
380.034,1.78452388152e-07
390.036,2.408387032599999e-07
400.035,3.1562164156e-07
410.031,3.927698130500001e-07
420.022,4.761831394399995e-07
430.009,5.189444987499999e-07
439.993,5.928089544599996e-07
449.972,6.874879240999998e-07
460.026,7.786930828599996e-07
469.997,8.568854204500003e-07
479.963,9.484133483199994e-07
490.005,1.03219283372e-06
499.962,1.10934497913e-06
509.993,1.1751999241199993e-06
520.02,1.2290975946399996e-06
529.963,1.2935144201599996e-06
539.98,1.3324833532100002e-06
549.992,1.3687912559500007e-06
559.998,1.3863705788999994e-06
570.0,1.4386998304700011e-06
579.995,1.4523250411000004e-06
589.986,1.467251214580001e-06
599.97,1.480160146920001e-06
610.028,1.4528489645799995e-06
620.001,1.3982764016399995e-06
629.968,1.3625798197499994e-06
640.008,1.3432371946299997e-06
649.963,1.3250789015900002e-06
659.991,1.2740722081600005e-06
670.012,1.2104192307699997e-06
680.026,1.1416064680599995e-06
690.032,1.2408407149300002e-06
700.032,1.2848051893000007e-06
710.026,1.31022165256e-06
720.012,1.3084911528400004e-06
729.991,1.2932052954299999e-06
739.964,1.2623467950499997e-06
750.007,1.2259846021900001e-06
