Wavelength (nm),Power (W)
350.005,1.1526509577499992e-07
360.018,1.3434000067099996e-07
370.028,1.5500466872300013e-07
380.034,1.8869633140100008e-07
390.036,2.5275670576999997e-07
400.035,3.1990164077000003e-07
410.031,4.018962959200003e-07
420.022,4.903586231700003e-07
430.009,5.359293345499999e-07
439.993,6.165885034200002e-07
449.972,7.176307939999998e-07
460.026,8.154910844599998e-07
469.997,9.006501487499998e-07
479.963,9.974435189900003e-07
490.005,1.0790631574700004e-06
499.962,1.1578042847000001e-06
509.993,1.2265196420400002e-06
520.02,1.283082873459999e-06
529.963,1.3475286186400002e-06
539.98,1.38084797587e-06
549.992,1.4135341785300002e-06
559.998,1.4329686228799992e-06
570.0,1.4873478784500004e-06
579.995,1.4967593880899999e-06
589.986,1.5073756816599987e-06
599.97,1.5149403663000013e-06
610.028,1.48709969667e-06
620.001,1.4331201611600008e-06
629.968,1.3969542925099995e-06
640.008,1.3814532127299994e-06
649.963,1.3601015546900005e-06
659.991,1.30726762682e-06
670.012,1.24053710056e-06
680.026,1.1695588057200002e-06
690.032,1.26405094187e-06
700.032,1.312027208020001e-06
710.026,1.3400880778000001e-06
720.012,1.3323373678999997e-06
729.991,1.3183996338800007e-06
739.964,1.2915776398199998e-06
750.007,1.2571100308299995e-06
