Wavelength (nm),Power (W)
349.973,8.973511207500001e-08
359.99,1.1016433781100003e-07
370.003,1.3490251749600002e-07
380.013,1.7261994023199985e-07
390.019,2.402795238439999e-07
400.022,3.2374323799999995e-07
410.021,4.132657394599999e-07
420.016,5.104417039899999e-07
430.007,5.634188963900001e-07
439.994,6.492892573000002e-07
449.977,7.609281749599998e-07
460.035,8.661595384399996e-07
470.01,9.604711837600007e-07
479.98,1.0598844864100002e-06
490.025,1.1577574020699997e-06
499.985,1.246969775930001e-06
510.021,1.3275770328499994e-06
519.972,1.39976551053e-06
529.998,1.4676772946399998e-06
540.019,1.5122129849099992e-06
550.034,1.53575224551e-06
559.965,1.5817034637000007e-06
569.97,1.6422576998299997e-06
579.97,1.6629240310699997e-06
589.964,1.6810519734699991e-06
600.032,1.7012972161199998e-06
610.014,1.6766751778399996e-06
619.991,1.6185427057400004e-06
629.962,1.5688119162899992e-06
640.006,1.5405655062500009e-06
649.964,1.51646536498e-06
659.996,1.4511926354800007e-06
670.021,1.3644978366599992e-06
680.039,1.2797573043499999e-06
690.015,1.3135192285000007e-06
700.014,1.3680722889800014e-06
710.006,1.4022479883100004e-06
719.99,1.4086538579099999e-06
729.968,1.3979570661599996e-06
740.018,1.3749038800499998e-06
749.981,1.3474286549500004e-06
