Wavelength (nm),Current (A)
349.989,7.1035484496666705e-09
359.994,1.3289708048888892e-08
369.997,2.07115217e-08
379.995,3.3961249367777774e-08
389.991,5.711863492e-08
399.982,8.44214924311111e-08
409.97,1.1631711652222225e-07
420.034,1.521422904111111e-07
430.014,1.7442185455555546e-07
439.989,2.119740124444444e-07
449.961,2.5592439988888887e-07
460.008,3.023844223666667e-07
469.972,3.4238603667777777e-07
480.01,3.9548179361111107e-07
489.964,4.323664614222223e-07
499.993,4.6982657693333326e-07
510.018,5.085301950111112e-07
520.037,5.323164261333333e-07
529.972,5.576610284444444e-07
539.982,5.73712440588889e-07
549.986,5.893281353666662e-07
559.985,6.183375183666665e-07
569.979,6.356541659666669e-07
579.967,6.365180921555555e-07
590.029,6.430121797888887e-07
600.006,6.453273226777778e-07
609.977,6.310454326111113e-07
620.021,6.11231677288889e-07
629.981,5.980252297111115e-07
640.013,5.939932536555558e-07
650.039,5.819757683333332e-07
659.98,5.535451051999999e-07
669.994,5.095928128666669e-07
680.001,4.4284639727777787e-07
689.983,4.630008104000001e-07
699.979,3.9720759017777775e-07
709.968,3.3040871697777773e-07
720.029,2.5735700764444434e-07
730.004,1.8348681250000007e-07
739.972,1.1747499068888885e-07
750.011,6.393239227666666e-08
