Wavelength (nm),Current (A)
349.99,3.3702800470000005e-09
359.996,5.983553423666662e-09
369.998,8.925156761555556e-09
379.997,1.480177098888889e-08
389.992,2.5696836570000008e-08
399.984,3.969098155e-08
409.971,5.557281151000001e-08
420.035,7.563760745555554e-08
430.015,9.114229289666664e-08
439.991,1.1507610266666664e-07
449.963,1.421061828e-07
460.01,1.7035702409999997e-07
469.973,1.9710844411111105e-07
480.012,2.2554205097777785e-07
489.966,2.4988782323333334e-07
499.995,2.751019922666666e-07
510.02,2.9766951927777783e-07
520.039,3.16428818411111e-07
529.974,3.3492493018888896e-07
539.984,3.46598154111111e-07
549.988,3.5806511718888893e-07
559.987,3.7695373485555557e-07
569.981,3.8667288172222225e-07
579.969,3.924614776222224e-07
590.031,4.023131674999997e-07
600.008,4.0717089299999976e-07
609.979,3.9994833943333326e-07
620.024,3.8654039431111114e-07
629.983,3.789271428777779e-07
640.016,3.757069110444444e-07
649.963,3.679936224000001e-07
659.983,3.5106755066666664e-07
669.997,3.293157751444444e-07
680.004,3.0916729845555544e-07
689.986,3.528185274777775e-07
699.982,3.5880884167777776e-07
709.971,3.5602402951111105e-07
720.031,3.4447723361111113e-07
730.006,3.2223915943333335e-07
739.974,2.8456562785555545e-07
750.014,2.3613576799999997e-07
