Wavelength (nm),Current (A)
349.989,5.621303525666666e-09
359.994,1.0514594020555554e-08
369.997,1.6172580958888883e-08
379.995,2.6791078165555554e-08
389.991,4.507490106333335e-08
399.982,6.855467129111111e-08
409.97,9.847423495777778e-08
420.034,1.3557452531111114e-07
430.014,1.6220564853333338e-07
439.989,2.0166212834444448e-07
449.961,2.4887609556666664e-07
460.008,2.9760840098888894e-07
469.972,3.405254795666666e-07
480.01,3.912675571111109e-07
489.964,4.366362423111111e-07
499.993,4.806245972777777e-07
510.018,5.218486012e-07
520.037,5.537365139333331e-07
529.972,5.852040699444443e-07
539.982,6.048863188222224e-07
549.986,6.237484338222221e-07
559.985,6.564074643444442e-07
569.979,6.679559956555556e-07
579.967,6.778134006888889e-07
590.029,6.923761822666666e-07
600.006,6.984723737555558e-07
609.977,6.840614759111112e-07
620.021,6.648752519000001e-07
629.981,6.501528718111107e-07
640.013,6.493930334111112e-07
650.039,6.414276960000001e-07
659.98,6.153371889777775e-07
669.994,5.647695360888887e-07
680.001,4.4362468025555543e-07
689.983,2.926856675888889e-07
699.979,1.2866078991111106e-07
709.968,4.468868054555555e-08
720.029,1.4633523463333334e-08
730.004,5.7532224583333335e-09
739.972,3.132395424111113e-09
750.011,2.1293294519999994e-09
