Wavelength (nm),Current (A)
349.973,7.746579955777776e-09
359.99,1.2757048419999997e-08
370.003,1.991681904888888e-08
380.013,3.4629063415555564e-08
390.019,5.645352503777778e-08
400.022,8.17651253388889e-08
410.021,1.1204612316666662e-07
420.016,1.4716821151111112e-07
430.007,1.6988995373333334e-07
439.994,2.103735843777777e-07
449.977,2.5279779299999987e-07
460.035,2.957621645222222e-07
470.01,3.347754740111111e-07
479.98,3.7873079953333344e-07
490.025,4.151820097666667e-07
499.985,4.5204728122222207e-07
510.021,4.826961039888892e-07
519.972,5.111313078111112e-07
529.998,5.345683590333333e-07
540.019,5.46582630511111e-07
550.034,5.547268189000002e-07
559.965,5.816771665888889e-07
569.97,5.955198075888888e-07
579.97,6.005991235888888e-07
589.964,6.082823482777776e-07
600.032,6.045665061777775e-07
610.014,5.853490410888887e-07
619.991,5.686290656000003e-07
629.962,5.632869889333335e-07
640.006,5.592573881333335e-07
649.964,5.411167870333333e-07
659.996,5.052870903555557e-07
670.021,4.554123189333333e-07
680.039,3.9732490461111105e-07
690.015,3.9971854655555557e-07
700.014,3.8204788182222224e-07
710.006,3.574239300999999e-07
719.99,3.241011664777778e-07
729.968,2.8189419795555557e-07
740.018,2.2944138393333325e-07
749.981,1.691271596444444e-07
