Wavelength (nm),Power (W)
349.973,1.1091845032099999e-07
359.99,1.3469510520300004e-07
370.003,1.7078801953400003e-07
380.013,2.35597771334e-07
390.019,3.1764857160999993e-07
400.022,4.0418367023999994e-07
410.021,4.9833253214e-07
420.016,5.940528636599998e-07
430.007,6.383154658699999e-07
439.994,7.411199393200003e-07
449.977,8.424312597200005e-07
460.035,9.394907803899995e-07
470.01,1.0279847774299993e-06
479.98,1.1306763829300002e-06
490.025,1.21283164809e-06
499.985,1.3001148824400002e-06
510.021,1.3640793093699992e-06
519.972,1.4278514259900002e-06
529.998,1.4792725340399987e-06
540.019,1.50290325163e-06
550.034,1.5183698770400007e-06
559.965,1.5859837491500004e-06
569.97,1.6130087016800003e-06
579.97,1.6242526601000018e-06
589.964,1.6484752854599999e-06
600.032,1.6373779289000002e-06
610.014,1.5823684577600004e-06
619.991,1.5257616621500003e-06
629.962,1.49146655993e-06
640.006,1.4664070516699992e-06
649.964,1.4180741680900003e-06
659.996,1.3381796936099991e-06
670.021,1.2531247404200003e-06
680.039,1.17969623801e-06
690.015,1.2594300528700006e-06
700.014,1.2994263147800002e-06
710.006,1.3149522613599999e-06
719.99,1.3115269285600003e-06
729.968,1.29207336276e-06
740.018,1.2607563679000005e-06
749.981,1.2334284372499997e-06
