Wavelength (nm),Power (W)
349.973,1.0018139388800003e-07
359.99,1.2308701499399999e-07
370.003,1.5947719938299992e-07
380.013,2.2083601914599997e-07
390.019,2.992995434800001e-07
400.022,3.850772669199997e-07
410.021,4.7597896107000017e-07
420.016,5.699015391199997e-07
430.007,6.128828422899998e-07
439.994,7.150521815499997e-07
449.977,8.175526130500003e-07
460.035,9.178065763899995e-07
470.01,1.0053213645999995e-06
479.98,1.1135201373199992e-06
490.025,1.1993946893799995e-06
499.985,1.28799356223e-06
510.021,1.3535273439299994e-06
519.972,1.4221511509100003e-06
529.998,1.4773282743200003e-06
540.019,1.5040076038599994e-06
550.034,1.5264839663500001e-06
559.965,1.5927732113699992e-06
569.97,1.6211096942399996e-06
579.97,1.6334728463000007e-06
589.964,1.6576791324700014e-06
600.032,1.648910871379999e-06
610.014,1.5943137697500002e-06
619.991,1.5347802423200006e-06
629.962,1.5003377416399995e-06
640.006,1.4747861223600001e-06
649.964,1.4250798647900002e-06
659.996,1.3444217586600004e-06
670.021,1.25746827735e-06
680.039,1.1848370013099996e-06
690.015,1.30734237928e-06
700.014,1.3519614697100002e-06
710.006,1.3686091011299992e-06
719.99,1.36500817116e-06
729.968,1.3421953861399998e-06
740.018,1.3141767254799994e-06
749.981,1.2814479123400004e-06
