Wavelength (nm),Current (A)
350.005,3.3288184874444435e-09
360.018,5.4149410121111106e-09
370.028,7.829766450111107e-09
380.034,1.2333411725555556e-08
390.036,2.135221678555556e-08
400.035,3.314386925333332e-08
410.031,4.7006201258888876e-08
420.022,6.372650114555553e-08
430.009,7.752917178000001e-08
439.993,9.804742588666668e-08
449.972,1.232877496888889e-07
460.026,1.4884758335555559e-07
469.997,1.7120816531111102e-07
479.963,1.9607776637777777e-07
490.005,2.197551985555555e-07
499.962,2.4151364243333335e-07
509.993,2.620268929999999e-07
520.02,2.7878338917777773e-07
529.963,2.9497632394444456e-07
539.98,3.058163515444445e-07
549.992,3.1627215222222225e-07
559.998,3.230885531888889e-07
570.0,3.401406706444444e-07
579.995,3.4594762877777776e-07
589.986,3.536775326666666e-07
599.97,3.605469759333334e-07
610.028,3.5876219801111106e-07
620.001,3.50066112111111e-07
629.968,3.450668151777779e-07
640.008,3.4558044115555534e-07
649.963,3.43902639811111e-07
659.991,3.338695393444445e-07
670.012,3.1759786417777773e-07
680.026,3.0139048784444436e-07
690.032,3.2575274699999987e-07
700.032,3.4150435422222227e-07
710.026,3.4924279079999994e-07
720.012,3.465074753444445e-07
729.991,3.3283151282222227e-07
739.964,3.0641162074444455e-07
750.007,2.617320841777778e-07
