Wavelength (nm),Power (W)
349.989,1.0768197618799999e-07
359.994,1.30134232135e-07
369.997,1.6034079365499992e-07
379.995,2.0622124452599996e-07
389.991,2.9404262775999995e-07
399.982,3.8971344623000017e-07
409.97,4.927792530400002e-07
420.034,5.990832634099999e-07
430.014,6.558794931299997e-07
439.989,7.619397072699996e-07
449.961,8.958629470600003e-07
460.008,1.0220732954799997e-06
469.972,1.12863866886e-06
480.01,1.2558503980499995e-06
489.964,1.36944114158e-06
499.993,1.4805789954199987e-06
510.018,1.5723420016599998e-06
520.037,1.6592976635800008e-06
529.972,1.7445865204000007e-06
539.982,1.7939527555799994e-06
549.986,1.8313994251200003e-06
559.985,1.9053777137399993e-06
569.979,1.9206812470700004e-06
579.967,1.92878889057e-06
590.029,1.9471953623499996e-06
600.006,1.9505714933800013e-06
609.977,1.8983431260000011e-06
620.021,1.8155247248299993e-06
629.981,1.7689916255000014e-06
640.013,1.7330620804199999e-06
650.039,1.6969847591799997e-06
659.98,1.6231648737300002e-06
669.994,1.5323768917699996e-06
680.001,1.44613836539e-06
689.983,1.6216027654200005e-06
699.979,1.6520062201299996e-06
709.968,1.6535085558599997e-06
720.029,1.6361322081800005e-06
730.004,1.5973764391699994e-06
739.972,1.5573527718799993e-06
750.011,1.5136667695999988e-06
