Wavelength (nm),Current (A)
349.989,6.582322971666665e-09
359.994,1.238318937333333e-08
369.997,1.8926452509999992e-08
379.995,3.081144390000001e-08
389.991,5.1622722428888875e-08
399.982,7.827240560666666e-08
409.97,1.0753401757e-07
420.034,1.4364200123333332e-07
430.014,1.6846832663333338e-07
439.989,2.073978319e-07
449.961,2.5748469321111103e-07
460.008,3.0520495388888895e-07
469.972,3.497450094222222e-07
480.01,4.0160034335555565e-07
489.964,4.484422551e-07
499.993,4.933190313444444e-07
510.018,5.343939806888889e-07
520.037,5.675156852999999e-07
529.972,5.994447517333335e-07
539.982,6.190441248111108e-07
549.986,6.369246959111111e-07
559.985,6.662201478666663e-07
569.979,6.743125698333332e-07
579.967,6.817983112666668e-07
590.029,6.983170990666664e-07
600.006,7.119685225777776e-07
609.977,7.021404912666665e-07
620.021,6.833765670666667e-07
629.981,6.725505738333331e-07
640.013,6.757868756333334e-07
650.039,6.550672774777777e-07
659.98,6.228806373888889e-07
669.994,5.393575815888888e-07
680.001,3.3464160389999996e-07
689.983,1.6449918962222216e-07
699.979,6.220639832555556e-08
709.968,2.3003283192222228e-08
720.029,9.241501360888888e-09
730.004,4.694366085999998e-09
739.972,2.94108043188889e-09
750.011,2.184543492333334e-09
