Wavelength (nm),Power (W)
349.989,1.2519879785299996e-07
359.994,1.4982282179800003e-07
369.997,1.8502296166399997e-07
379.995,2.4223186912e-07
389.991,3.3528909444999973e-07
399.982,4.3518769020000005e-07
409.97,5.441675103299999e-07
420.034,6.540437331700003e-07
430.014,7.100658845099999e-07
439.989,8.1300648304e-07
449.961,9.318492460399999e-07
460.008,1.0523538267600002e-06
469.972,1.1468653900499997e-06
480.01,1.2708119458700005e-06
489.964,1.3692441092200007e-06
499.993,1.4645876149400002e-06
510.018,1.5422106924199986e-06
520.037,1.61182359932e-06
529.972,1.6796662499000016e-06
539.982,1.70604826124e-06
549.986,1.7428876049299983e-06
559.985,1.8024720081899994e-06
569.979,1.8095616043499996e-06
579.967,1.8119933225900007e-06
590.029,1.8228293834699988e-06
600.006,1.8156974277700003e-06
609.977,1.7619083069700012e-06
620.021,1.6841434527099993e-06
629.981,1.6339002513499994e-06
640.013,1.6011443931900007e-06
650.039,1.5599506707899996e-06
659.98,1.4903616255499994e-06
669.994,1.4097560528800004e-06
680.001,1.3232789632700008e-06
689.983,1.5575279622300003e-06
699.979,1.5973383574099998e-06
709.968,1.6032070249100003e-06
720.029,1.5807889838099995e-06
730.004,1.5468673632399996e-06
739.972,1.5088554834699983e-06
750.011,1.4684171339300009e-06
