Wavelength (nm),Power (W)
349.973,1.11369428776e-07
359.99,1.3547279899e-07
370.003,1.7296274805800005e-07
380.013,2.38670386185e-07
390.019,3.2041309821000007e-07
400.022,4.057631812500003e-07
410.021,5.0227446589e-07
420.016,6.0332662393e-07
430.007,6.4338071869e-07
439.994,7.442299137199997e-07
449.977,8.447421271199994e-07
460.035,9.420462331399993e-07
470.01,1.0245111312000003e-06
479.98,1.1245261995900002e-06
490.025,1.2043173754600004e-06
499.985,1.2854715526899998e-06
510.021,1.3490988862999997e-06
519.972,1.4149795953399994e-06
529.998,1.4655796968600008e-06
540.019,1.4803052328800005e-06
550.034,1.4955777572299997e-06
559.965,1.5655867060500007e-06
569.97,1.5880142848499989e-06
579.97,1.5971162423200003e-06
589.964,1.6187905061000013e-06
600.032,1.6006635553500002e-06
610.014,1.5368165679999994e-06
619.991,1.4806411297799999e-06
629.962,1.4508382003000007e-06
640.006,1.4265693563299996e-06
649.964,1.3777607580600006e-06
659.996,1.2996974260400003e-06
670.021,1.21336954582e-06
680.039,1.1404648673800004e-06
690.015,1.2658639604800002e-06
700.014,1.3064066633600003e-06
710.006,1.3134288833000005e-06
719.99,1.3094305666899998e-06
729.968,1.2858522608999993e-06
740.018,1.25298774217e-06
749.981,1.2186313452700006e-06
