Wavelength (nm),Current (A)
349.973,8.297903399555554e-09
359.99,1.3837563671111107e-08
370.003,2.1751907412222208e-08
380.013,3.7440054494444426e-08
390.019,6.032832603333334e-08
400.022,8.729086386555552e-08
410.021,1.1832022266666661e-07
420.016,1.5289448125555555e-07
430.007,1.7440793295555547e-07
439.994,2.1486982120000002e-07
449.977,2.564465408555555e-07
460.035,2.971717826777777e-07
470.01,3.3319212356666685e-07
479.98,3.7777045541111113e-07
490.025,4.162551106444444e-07
499.985,4.5452791475555544e-07
510.021,4.856763966666668e-07
519.972,5.143710263666665e-07
529.998,5.419031847666664e-07
540.019,5.540605550222223e-07
550.034,5.624642472444444e-07
559.965,5.899054638111112e-07
569.97,6.03287605133333e-07
579.97,6.097973701444442e-07
589.964,6.23391235088889e-07
600.032,6.257514238111109e-07
610.014,6.08729213077778e-07
619.991,5.890482992000001e-07
629.962,5.785014840888888e-07
640.006,5.707509268666666e-07
649.964,5.516506231888887e-07
659.996,5.164696518555552e-07
670.021,4.712320004333334e-07
680.039,4.1847692170000007e-07
690.015,4.0478607575555547e-07
700.014,3.501990961555555e-07
710.006,2.7390162276666656e-07
719.99,1.8921793141111102e-07
729.968,1.1355077161111106e-07
740.018,5.874909918444444e-08
749.981,2.6552172993333332e-08
