Wavelength (nm),Power (W)
350.005,1.14600500543e-07
360.018,1.337435655559999e-07
370.028,1.58153599017e-07
380.034,1.9376557555099992e-07
390.036,2.6163117500000013e-07
400.035,3.421125243e-07
410.031,4.254518254799998e-07
420.022,5.1309772301e-07
430.009,5.581185097000001e-07
439.993,6.347358663599997e-07
449.972,7.327961776600001e-07
460.026,8.270515345800003e-07
469.997,9.069350374999998e-07
479.963,9.989864824399997e-07
490.005,1.0807323815300005e-06
499.962,1.1643603624799996e-06
509.993,1.2359775235600002e-06
520.02,1.2930968126000003e-06
529.963,1.3543783143399997e-06
539.98,1.3917719023999995e-06
549.992,1.4217965787100001e-06
559.998,1.4356363328200009e-06
570.0,1.4909530227600014e-06
579.995,1.5003393981e-06
589.986,1.5162736536799996e-06
599.97,1.5272602655200004e-06
610.028,1.4943498138499993e-06
620.001,1.442543485799999e-06
629.968,1.4049469780100005e-06
640.008,1.3887285547100001e-06
649.963,1.3654223647099999e-06
659.991,1.31392020529e-06
670.012,1.2450768974099996e-06
680.026,1.1755450556899999e-06
690.032,1.2491686420299996e-06
700.032,1.2928445954500002e-06
710.026,1.3185653364499998e-06
720.012,1.3139260534599997e-06
729.991,1.2946690879200005e-06
739.964,1.2679635244200004e-06
750.007,1.2317426052299996e-06
