Wavelength (nm),Power (W)
349.99,9.625322355500002e-08
359.996,1.0997308191700002e-07
369.998,1.3072888467399995e-07
379.997,1.5757638180599998e-07
389.992,2.0140033761400004e-07
399.984,2.5374527343000015e-07
409.971,3.112888248899999e-07
420.035,3.7283040264999986e-07
430.015,4.0752448418e-07
439.991,4.703058538100001e-07
449.963,5.437162272399999e-07
460.01,6.159655521100003e-07
469.973,6.785724409300006e-07
480.012,7.503323317200005e-07
489.966,8.145765263899999e-07
499.995,8.732457515800001e-07
510.02,9.240908401399999e-07
520.039,9.7035533347e-07
529.974,1.0165306687799998e-06
539.984,1.04138791123e-06
549.988,1.0621982815100006e-06
559.987,1.1031604494999998e-06
569.981,1.1081646086900002e-06
579.969,1.1117005047600001e-06
590.031,1.12058903541e-06
600.008,1.116944102619999e-06
609.979,1.0841353833100003e-06
620.024,1.0320255918700007e-06
629.983,1.0034478597599995e-06
640.016,9.833471136799996e-07
649.963,9.565348779299999e-07
659.983,9.084602006799998e-07
669.997,8.539719818199994e-07
680.004,7.997144317599993e-07
689.986,9.628637338200003e-07
699.982,9.786969362900005e-07
709.971,9.8007326522e-07
720.031,9.607043722700002e-07
730.006,9.357495696799997e-07
739.974,9.090788931200001e-07
750.014,8.768569845000002e-07
