Wavelength (nm),Power (W)
350.005,8.15970846720001e-08
360.018,1.091947619640001e-07
370.028,1.4550202366099998e-07
380.034,1.663381443989999e-07
390.036,2.2056318702e-07
400.035,3.100658342699999e-07
410.031,3.903746376099997e-07
420.022,4.836433145999999e-07
430.009,5.253165704599999e-07
439.993,6.01919522e-07
449.972,6.984536062000002e-07
460.026,7.907747527900001e-07
469.997,8.642661060799997e-07
479.963,9.527236852199999e-07
490.005,1.0330566121099996e-06
499.962,1.1157155499199997e-06
509.993,1.1905254578899997e-06
520.02,1.2470666871599995e-06
529.963,1.3069852713500003e-06
539.98,1.3445135140700004e-06
549.992,1.3752409245199997e-06
559.998,1.3913715388699996e-06
570.0,1.4499020056799998e-06
579.995,1.46159760957e-06
589.986,1.4810792691799998e-06
599.97,1.4934041576e-06
610.028,1.4633763464699997e-06
620.001,1.4104492441299992e-06
629.968,1.37579640983e-06
640.008,1.3583595659400003e-06
649.963,1.3411570125899994e-06
659.991,1.2882175013799996e-06
670.012,1.2210512989299998e-06
680.026,1.1538354497099993e-06
690.032,1.2519941031799997e-06
700.032,1.2965144196800003e-06
710.026,1.320059836370001e-06
720.012,1.3180305143499994e-06
729.991,1.3003309140199995e-06
739.964,1.2731265246399993e-06
750.007,1.2372279552999997e-06
