Wavelength (nm),Power (W)
349.973,1.1681585842199999e-07
359.99,1.4486225254300006e-07
370.003,1.8529715197200015e-07
380.013,2.580828053000001e-07
390.019,3.535082587000002e-07
400.022,4.5230816689000025e-07
410.021,5.574061275700003e-07
420.016,6.662810773299997e-07
430.007,7.081978407100001e-07
439.994,8.246718931700005e-07
449.977,9.376472799899998e-07
460.035,1.0442790708600004e-06
470.01,1.1357186082500007e-06
479.98,1.2455157167499996e-06
490.025,1.3294332087300002e-06
499.985,1.4149078487799997e-06
510.021,1.4776147401300004e-06
519.972,1.53648967628e-06
529.998,1.588606942259999e-06
540.019,1.6086350085800008e-06
550.034,1.622757635e-06
559.965,1.6947713079299995e-06
569.97,1.719788651629999e-06
579.97,1.7259181704299996e-06
589.964,1.7441893338500007e-06
600.032,1.7283672188900005e-06
610.014,1.6703185585100003e-06
619.991,1.6103380414300004e-06
629.962,1.5697498934799983e-06
640.006,1.5378434915200012e-06
649.964,1.4892189869600004e-06
659.996,1.40216246447e-06
670.021,1.3137614416699997e-06
680.039,1.2370658902499996e-06
690.015,1.4024060708899992e-06
700.014,1.4449165292200001e-06
710.006,1.4628372354999998e-06
719.99,1.458145305240001e-06
729.968,1.4355033363500005e-06
740.018,1.4014101174700004e-06
749.981,1.366514751429999e-06
