Wavelength (nm),Power (W)
349.973,1.1469594404599998e-07
359.99,1.3969192032200008e-07
370.003,1.7641184911100005e-07
380.013,2.4223107322900006e-07
390.019,3.2753809616000003e-07
400.022,4.163058439e-07
410.021,5.1264061793e-07
420.016,6.124550648399994e-07
430.007,6.543508473800002e-07
439.994,7.601298617000005e-07
449.977,8.631227107200001e-07
460.035,9.608879810300003e-07
470.01,1.0483971727000002e-06
479.98,1.1494782893400006e-06
490.025,1.230137583e-06
499.985,1.3192179471299992e-06
510.021,1.3818204865999994e-06
519.972,1.4467252383900014e-06
529.998,1.4973431393499992e-06
540.019,1.5182268629000004e-06
550.034,1.5332022002800006e-06
559.965,1.59819927033e-06
569.97,1.6235891752000006e-06
579.97,1.6348589883399993e-06
589.964,1.6581028791299999e-06
600.032,1.6450870192700006e-06
610.014,1.5885670768200007e-06
619.991,1.5326487589999993e-06
629.962,1.4961274979400004e-06
640.006,1.4685562802799999e-06
649.964,1.4217694052500005e-06
659.996,1.3407499216499998e-06
670.021,1.25481481065e-06
680.039,1.1853526698199995e-06
690.015,1.26043010597e-06
700.014,1.3012373460500002e-06
710.006,1.3167669039000002e-06
719.99,1.3102835412799997e-06
729.968,1.2894270606000002e-06
740.018,1.2642927441799996e-06
749.981,1.2335324640800007e-06
