Wavelength (nm),Power (W)
350.005,1.1103443778499997e-07
360.018,1.3144379334099994e-07
370.028,1.5364101685600003e-07
380.034,1.8385684893699995e-07
390.036,2.5047951066e-07
400.035,3.297162201099999e-07
410.031,4.0800279072000004e-07
420.022,4.966290475899999e-07
430.009,5.471912875800001e-07
439.993,6.300076092200004e-07
449.972,7.370188023400003e-07
460.026,8.383174729699997e-07
469.997,9.218400921800001e-07
479.963,1.0163176656799999e-06
490.005,1.1031507341600002e-06
499.962,1.1809546674499998e-06
509.993,1.2553851735199996e-06
520.02,1.3097749825699992e-06
529.963,1.36893340817e-06
539.98,1.4056395724299998e-06
549.992,1.4328632294500004e-06
559.998,1.4473492354000006e-06
570.0,1.5030259646299992e-06
579.995,1.5126147605100005e-06
589.986,1.5271792114e-06
599.97,1.5364567406100005e-06
610.028,1.5058512332400003e-06
620.001,1.4504814646899996e-06
629.968,1.4147553207400003e-06
640.008,1.3925220179200005e-06
649.963,1.37338653932e-06
659.991,1.3201273157e-06
670.012,1.2502316371899999e-06
680.026,1.1799774951300008e-06
690.032,1.2725492569700002e-06
700.032,1.3196063263299997e-06
710.026,1.3446360247300001e-06
720.012,1.341152097319999e-06
729.991,1.325134787690001e-06
739.964,1.2986240489399998e-06
750.007,1.2644228553099998e-06
