Wavelength (nm),Current (A)
349.973,-7.409938217464442e-10
359.99,8.654838465839999e-10
370.003,2.3159776138222238e-09
380.013,5.43260749311111e-09
390.019,1.057989161944445e-08
400.022,1.6906487172222215e-08
410.021,2.4685211971111115e-08
420.016,3.566676494999999e-08
430.007,4.283326295777777e-08
439.994,5.6562859825555566e-08
449.977,7.256622467555556e-08
460.035,9.066679670555555e-08
470.01,1.1038812957777769e-07
479.98,1.347793478333333e-07
490.025,1.5736385953333342e-07
499.985,1.8111633985555548e-07
510.021,2.0158656384444451e-07
519.972,2.2270156935555563e-07
529.998,2.411719454333334e-07
540.019,2.4867845827777783e-07
550.034,2.549122216555556e-07
559.965,2.7188739237777775e-07
569.97,2.8116287575555546e-07
579.97,2.813631301222222e-07
589.964,2.861822056444445e-07
600.032,2.888598762555555e-07
610.014,2.816255921333333e-07
619.991,2.738974165777777e-07
629.962,2.717657900111111e-07
640.006,2.734274895777779e-07
649.964,2.6511275367777777e-07
659.996,2.436126288222222e-07
670.021,1.9784892926666672e-07
680.039,9.785622385222227e-08
690.015,4.262169895333334e-08
700.014,2.2172359864444448e-08
710.006,1.3931012594999996e-08
719.99,9.401945645888891e-09
729.968,6.554902991666669e-09
740.018,3.338632182777777e-09
749.981,9.556016459002224e-10
