Wavelength (nm),Current (A)
349.989,4.920268156555557e-09
359.994,9.105201995222219e-09
369.997,1.4202332171111118e-08
379.995,2.405174099111111e-08
389.991,4.1858954272222244e-08
399.982,6.385940732444444e-08
409.97,8.97361885911111e-08
420.034,1.1984979488888887e-07
430.014,1.4043676204444447e-07
439.989,1.739983507888889e-07
449.961,2.167661922777778e-07
460.008,2.5633651733333335e-07
469.972,2.920659231777779e-07
480.01,3.329558301111112e-07
489.964,3.709587605666667e-07
499.993,4.0586208363333336e-07
510.018,4.373812879222223e-07
520.037,4.643102989333333e-07
529.972,4.902260944111111e-07
539.982,5.063309102444443e-07
549.986,5.218830786444443e-07
559.985,5.492623577888887e-07
569.979,5.588275792444443e-07
579.967,5.660948149111111e-07
590.029,5.767660850444443e-07
600.006,5.779310808888888e-07
609.977,5.596260801444445e-07
620.021,5.352587254555554e-07
629.981,5.185863982444444e-07
640.013,5.145067220222223e-07
650.039,5.078717040666667e-07
659.98,4.88828640533333e-07
669.994,4.5954341941111105e-07
680.001,4.280742599777778e-07
689.983,4.4899566433333357e-07
699.979,4.3889084202222203e-07
709.968,4.146972616333335e-07
720.029,3.75000602611111e-07
730.004,3.258607493e-07
739.972,2.6944893890000007e-07
750.011,2.070077626555555e-07
