Wavelength (nm),Current (A)
349.99,2.6405724804444433e-09
359.996,4.421880918222221e-09
369.998,6.485659669333332e-09
379.997,1.0658078022555551e-08
389.992,1.8406358649999992e-08
399.984,2.8508582062222223e-08
409.971,4.0296731634444456e-08
420.035,5.5037337288888895e-08
430.015,6.63785412677778e-08
439.991,8.421531546111103e-08
449.963,1.0580502848777782e-07
460.01,1.273382185777778e-07
469.973,1.469443288222223e-07
480.012,1.7000921144444443e-07
489.966,1.9064406514444447e-07
499.995,2.107187994222222e-07
510.02,2.2864779444444448e-07
520.039,2.440335490444444e-07
529.974,2.588306482888889e-07
539.984,2.6778622280000006e-07
549.988,2.7745064280000016e-07
559.987,2.914521741666667e-07
569.981,2.973534676666667e-07
579.969,3.0177272716666657e-07
590.031,3.090134152e-07
600.008,3.1246015042222226e-07
609.979,3.062938417000001e-07
620.024,2.95629412611111e-07
629.983,2.8939299982222213e-07
640.016,2.870227093222221e-07
649.963,2.8141635608888886e-07
659.983,2.69588338e-07
669.997,2.551414462444444e-07
680.004,2.364690261222223e-07
689.986,2.830727651666667e-07
699.982,2.868782989e-07
709.971,2.8422211934444446e-07
720.031,2.7271945075555555e-07
730.006,2.533662729333334e-07
739.974,2.2675476157777785e-07
750.014,1.8862819245555552e-07
