Wavelength (nm),Current (A)
350.005,6.297225093888892e-09
360.018,1.1027330262111116e-08
370.028,1.6385090362222218e-08
380.034,2.5922813094444448e-08
390.036,4.4784496863333334e-08
400.035,6.892481135444445e-08
410.031,9.752027320777774e-08
420.022,1.3177000746666663e-07
430.009,1.5662244686666666e-07
439.993,1.9230906828888894e-07
449.972,2.3766473608888883e-07
460.026,2.8480147149999995e-07
469.997,3.2568383906666667e-07
479.963,3.722831738666668e-07
490.005,4.156180249222222e-07
499.962,4.541925324444443e-07
509.993,4.89206574311111e-07
520.02,5.174062415444447e-07
529.963,5.449233860555555e-07
539.98,5.623981120333332e-07
549.992,5.790596452555555e-07
559.998,5.893144813999998e-07
570.0,6.147421041999995e-07
579.995,6.179046895444444e-07
589.986,6.263429551777776e-07
599.97,6.361896005666666e-07
610.028,6.343236461666667e-07
620.001,6.217923937444445e-07
629.968,6.151151110444444e-07
640.008,6.181579409333336e-07
649.963,6.152486461444443e-07
659.991,5.917410425999997e-07
670.012,5.311755874111112e-07
680.026,3.989023642777777e-07
690.032,2.718861264222222e-07
700.032,1.663537164666666e-07
710.026,1.0169931744222226e-07
720.012,6.033593987000002e-08
729.991,3.362801036222223e-08
739.964,1.7085739946666665e-08
750.007,8.020983780555552e-09
