Wavelength (nm),Current (A)
350.005,2.090781648444444e-09
360.018,3.3873274307777777e-09
370.028,4.93278622488889e-09
380.034,7.94557228977778e-09
390.036,1.4231134811111107e-08
400.035,2.2596151491111117e-08
410.031,3.252611691777778e-08
420.022,4.440431818111111e-08
430.009,5.3545860661111105e-08
439.993,6.71113165944444e-08
449.972,8.404112314111104e-08
460.026,1.0132144935888886e-07
469.997,1.1638612572222222e-07
479.963,1.3391218631111115e-07
490.005,1.5065332172222224e-07
499.962,1.6635244684444453e-07
509.993,1.8127018767777774e-07
520.02,1.9380514747777779e-07
529.963,2.0612554874444434e-07
539.98,2.155624587777778e-07
549.992,2.249021437111112e-07
559.998,2.3206389555555556e-07
570.0,2.4641121361111114e-07
579.995,2.5283784627777773e-07
589.986,2.607655660555555e-07
599.97,2.673916133222222e-07
610.028,2.6688391895555565e-07
620.001,2.6071950906666667e-07
629.968,2.56946570811111e-07
640.008,2.568383148e-07
649.963,2.5473989694444445e-07
659.991,2.4602177165555564e-07
670.012,2.3276885107777766e-07
680.026,2.1961550058888884e-07
690.032,2.3176586178888886e-07
700.032,2.401174070777778e-07
710.026,2.4325062645555566e-07
720.012,2.3864474056666664e-07
729.991,2.270508066444444e-07
739.964,2.087087696111111e-07
750.007,1.815055516333333e-07
