Wavelength (nm),Current (A)
350.005,5.173112802555555e-09
360.018,8.999883610333331e-09
370.028,1.3450256548888891e-08
380.034,2.147141412777778e-08
390.036,3.752058268888887e-08
400.035,5.885432973222222e-08
410.031,8.456421554888892e-08
420.022,1.1615820549999995e-07
430.009,1.3910113648888893e-07
439.993,1.7248591728888886e-07
449.972,2.1473977333333333e-07
460.026,2.5831669777777777e-07
469.997,2.970890884555556e-07
479.963,3.4137340251111117e-07
490.005,3.834402263777777e-07
499.962,4.2028874659999983e-07
509.993,4.538327396888888e-07
520.02,4.824065944555554e-07
529.963,5.106008767888887e-07
539.98,5.289096683888888e-07
549.992,5.437765925888887e-07
559.998,5.524978170999999e-07
570.0,5.801840411222218e-07
579.995,5.872296905333333e-07
589.986,5.959092452444446e-07
599.97,6.021724902111114e-07
610.028,5.921198595666665e-07
620.001,5.706935358333332e-07
629.968,5.582847208000001e-07
640.008,5.570445818444442e-07
649.963,5.542978058444444e-07
659.991,5.366016764e-07
670.012,5.036231432888888e-07
680.026,4.5458290416666663e-07
690.032,4.423966214666667e-07
700.032,3.909964582222222e-07
710.026,3.126930138888888e-07
720.012,2.1923023596666655e-07
729.991,1.3395106861111112e-07
739.964,7.089726787222222e-08
750.007,3.245228132777776e-08
