Wavelength (nm),Current (A)
349.989,5.817340867888889e-09
359.994,1.0964673589111113e-08
369.997,1.695350603333333e-08
379.995,2.8323824847777783e-08
389.991,4.821441877111112e-08
399.982,7.335641663222223e-08
409.97,1.0139878267222224e-07
420.034,1.346004729444444e-07
430.014,1.567171630333333e-07
439.989,1.9337531645555558e-07
449.961,2.3532117792222232e-07
460.008,2.798796942e-07
469.972,3.1905146171111105e-07
480.01,3.6604551649999986e-07
489.964,4.070838893666667e-07
499.993,4.483827017777778e-07
510.018,4.841711271444444e-07
520.037,5.148019732444443e-07
529.972,5.451112349222221e-07
539.982,5.627538664666666e-07
549.986,5.797901185222223e-07
559.985,6.123066202333333e-07
569.979,6.193590640666669e-07
579.967,6.284525913777777e-07
590.029,6.392764515111109e-07
600.006,6.454669385555554e-07
609.977,6.159904125000001e-07
620.021,5.862772887666666e-07
629.981,5.678145535000001e-07
640.013,5.615748686e-07
650.039,5.507201904666666e-07
659.98,5.065417437777778e-07
669.994,4.1492436143333327e-07
680.001,2.895386730888889e-07
689.983,2.0709223926666662e-07
699.979,1.320336615888888e-07
709.968,7.994283842111108e-08
720.029,4.493011677777777e-08
730.004,2.3068696588888882e-08
739.972,1.0962196606555554e-08
750.011,5.248828351000001e-09
