Wavelength (nm),Power (W)
350.005,1.0494471605900001e-07
360.018,1.2151931632200002e-07
370.028,1.4123053731299997e-07
380.034,1.74755070362e-07
390.036,2.41808185246e-07
400.035,3.1961538923999985e-07
410.031,4.042843508600001e-07
420.022,4.921940164500001e-07
430.009,5.375881250700001e-07
439.993,6.201216622200001e-07
449.972,7.236201486e-07
460.026,8.215990834899999e-07
469.997,9.0457600753e-07
479.963,9.956600101600001e-07
490.005,1.0772145336200003e-06
499.962,1.1556202411400002e-06
509.993,1.2303736691e-06
520.02,1.2912877190599994e-06
529.963,1.35765233842e-06
539.98,1.39203778412e-06
549.992,1.4242289665699993e-06
559.998,1.4360242352300008e-06
570.0,1.4894339528999996e-06
579.995,1.5023167685399992e-06
589.986,1.516086944129999e-06
599.97,1.5204753162599988e-06
610.028,1.4944034148900001e-06
620.001,1.4372598605100005e-06
629.968,1.4014665509700002e-06
640.008,1.3866131928799997e-06
649.963,1.3687478326999999e-06
659.991,1.3219389205400008e-06
670.012,1.25103974879e-06
680.026,1.18023425754e-06
690.032,1.2679304574600003e-06
700.032,1.31351836213e-06
710.026,1.33926955759e-06
720.012,1.3414268949699998e-06
729.991,1.3255554779599988e-06
739.964,1.2976188463600003e-06
750.007,1.2647773069899996e-06
