Wavelength (nm),Current (A)
349.973,5.826461549000001e-09
359.99,1.0927507002777774e-08
370.003,1.7257105786666667e-08
380.013,2.788034671888891e-08
390.019,4.712937624888888e-08
400.022,7.26868353388889e-08
410.021,1.0365563718222223e-07
420.016,1.4209327532222226e-07
430.007,1.7003381532222223e-07
439.994,2.0926750049999993e-07
449.977,2.5924014189999995e-07
460.035,3.1014662977777795e-07
470.01,3.596634101e-07
479.98,4.109541423666666e-07
490.025,4.630029015999998e-07
499.985,5.080716100444444e-07
510.021,5.53982954533333e-07
519.972,5.89713095022222e-07
529.998,6.254335286555559e-07
540.019,6.496537605555554e-07
550.034,6.626175858777776e-07
559.965,6.828827724777773e-07
569.97,7.140651760777779e-07
579.97,7.290832742333332e-07
589.964,7.432884942222221e-07
600.032,7.608968787444447e-07
610.014,7.558736128222224e-07
619.991,7.340828858111114e-07
629.962,7.190860398444444e-07
640.006,7.17231718622222e-07
649.964,7.136692242888887e-07
659.996,6.925177833333329e-07
670.021,6.492485401333338e-07
680.039,5.38535276411111e-07
690.015,3.285790676888889e-07
700.014,1.4090515558888881e-07
710.006,4.897058690111111e-08
719.99,1.6072098709999995e-08
729.968,5.879646115555555e-09
740.018,2.8407321482222216e-09
749.981,1.9022527941111107e-09
