Wavelength (nm),Current (A)
349.987,2.1054954186666664e-09
359.993,3.2471562292222212e-09
369.995,4.6543637108888865e-09
379.994,7.735208259555556e-09
389.989,1.3793419566666662e-08
399.981,2.1933282807777774e-08
409.968,3.231652910222222e-08
420.032,4.433196263888888e-08
430.012,5.414411893555557e-08
439.988,6.785013802333334e-08
450.039,8.488048580444441e-08
460.007,1.027419426766667e-07
469.97,1.189629680555555e-07
480.008,1.3774160091111106e-07
489.962,1.5479219097777783e-07
499.991,1.714666338555556e-07
510.016,1.8630305551111107e-07
520.035,1.9902875233333333e-07
529.97,2.1625486872222222e-07
539.979,2.2113021545555556e-07
549.984,2.285899948888889e-07
559.983,2.418047015222222e-07
569.976,2.472758181555556e-07
579.965,2.513875395888888e-07
590.026,2.564575989888888e-07
600.003,2.577534890777777e-07
609.975,2.498837687444444e-07
620.019,2.3886144907777777e-07
629.978,2.3266391509999998e-07
640.011,2.2949199938888892e-07
650.037,2.2563969768888892e-07
659.978,2.1539110037777785e-07
669.991,2.0100146379999993e-07
679.998,1.8947898039999996e-07
689.98,2.1834215688888878e-07
699.976,2.1477668364444454e-07
709.965,2.042707956888888e-07
720.026,1.8672115400000002e-07
730.001,1.642416938333333e-07
739.969,1.3760553834444443e-07
750.008,1.0628742013444444e-07
