Wavelength (nm),Power (W)
349.989,1.0540746987999999e-07
359.994,1.2921759960999998e-07
369.997,1.5897472103299993e-07
379.995,2.1255059463100004e-07
389.991,3.048757213999998e-07
399.982,4.014426894600001e-07
409.97,5.038126181799998e-07
420.034,6.084115561899999e-07
430.014,6.6234789073e-07
439.989,7.641794044999996e-07
449.961,8.763728792900002e-07
460.008,1.0042044112399994e-06
469.972,1.1048149829900002e-06
480.01,1.2204003973999997e-06
489.964,1.3271879754800003e-06
499.993,1.42763165511e-06
510.018,1.5120941475600014e-06
520.037,1.5868579742700005e-06
529.972,1.6689300018599994e-06
539.982,1.7062066367699993e-06
549.986,1.7464634217399992e-06
559.985,1.8159932286200013e-06
569.979,1.8213906141099985e-06
579.967,1.8367862111300013e-06
590.029,1.8524343176e-06
600.006,1.845864236159999e-06
609.977,1.7984417347100002e-06
620.021,1.7141752046499992e-06
629.981,1.669569129309999e-06
640.013,1.638946010259999e-06
650.039,1.5945641961500007e-06
659.98,1.5230054600900002e-06
669.994,1.4378740462399993e-06
680.001,1.3540626150099998e-06
689.983,1.4578889061499998e-06
699.979,1.4838677839400003e-06
709.968,1.489232898850001e-06
720.029,1.4688240628299998e-06
730.004,1.4343145108200008e-06
739.972,1.3987766357099996e-06
750.011,1.3562498782099997e-06
