Wavelength (nm),Current (A)
350.005,2.54544437211111e-09
360.018,4.03354069677778e-09
370.028,5.845619227666667e-09
380.034,9.45309861122222e-09
390.036,1.6925957841111103e-08
400.035,2.6923977840000006e-08
410.031,3.897034016999998e-08
420.022,5.354683121666666e-08
430.009,6.452559266999997e-08
439.993,8.088477380555559e-08
449.972,1.0168660522555552e-07
460.026,1.229924112555556e-07
469.997,1.4134522992222217e-07
479.963,1.6253961059999996e-07
490.005,1.8277565900000006e-07
499.962,2.0184548531111102e-07
509.993,2.1956037042222232e-07
520.02,2.344605098777778e-07
529.963,2.497575550222223e-07
539.98,2.6030061029999997e-07
549.992,2.712504754444444e-07
559.998,2.795846199777778e-07
570.0,2.964105513222223e-07
579.995,3.035955471222222e-07
589.986,3.126069632444445e-07
599.97,3.203108784444444e-07
610.028,3.199706040666665e-07
620.001,3.1285944194444443e-07
629.968,3.0846745137777757e-07
640.008,3.1023937226666657e-07
649.963,3.0865057684444455e-07
659.991,2.9949404735555553e-07
670.012,2.847892845555555e-07
680.026,2.7058503020000006e-07
690.032,2.864558696444446e-07
700.032,3.038123362888888e-07
710.026,3.130126963444446e-07
720.012,3.122010442555557e-07
729.991,3.041052931888889e-07
739.964,2.8796717585555545e-07
750.007,2.5905451056666666e-07
