Wavelength (nm),Current (A)
350.005,3.392226932666665e-09
360.018,5.609612228000001e-09
370.028,8.157383860222224e-09
380.034,1.3067456534444438e-08
390.036,2.342215421111111e-08
400.035,3.628884607999999e-08
410.031,5.209710602444448e-08
420.022,7.148896642777779e-08
430.009,8.669585652666667e-08
439.993,1.0932624016777779e-07
449.972,1.3832030201111113e-07
460.026,1.6802997613333336e-07
469.997,1.9302535431111103e-07
479.963,2.2158238976666666e-07
490.005,2.4896545376666663e-07
499.962,2.7388314962222215e-07
509.993,2.963515625111111e-07
520.02,3.1523205301111125e-07
529.963,3.346638496666667e-07
539.98,3.482935012777778e-07
549.992,3.607211125888889e-07
559.998,3.6887305553333314e-07
570.0,3.8979429904444427e-07
579.995,3.9883807547777766e-07
589.986,4.086631663222221e-07
599.97,4.1658107279999987e-07
610.028,4.150907710333333e-07
620.001,4.064117351999998e-07
629.968,4.005614863111112e-07
640.008,4.0055556033333316e-07
649.963,3.9864859714444445e-07
659.991,3.867501827777777e-07
670.012,3.6741087594444457e-07
680.026,3.492827995555557e-07
690.032,3.7654607028888906e-07
700.032,3.9528760006666654e-07
710.026,4.0565701506666675e-07
720.012,4.0407064200000015e-07
729.991,3.9338581343333333e-07
739.964,3.736241689444443e-07
750.007,3.401310155111109e-07
