Wavelength (nm),Power (W)
349.989,1.0625461527899993e-07
359.994,1.3349014320699993e-07
369.997,1.6519066355500003e-07
379.995,2.22785113125e-07
389.991,3.1615425714e-07
399.982,4.1526458020999976e-07
409.97,5.224651944900001e-07
420.034,6.305690527599997e-07
430.014,6.833061855000001e-07
439.989,7.881801883699997e-07
449.961,9.098493254499994e-07
460.008,1.0289522570099998e-06
469.972,1.1258779563099998e-06
480.01,1.2381428976999996e-06
489.964,1.3424214539800007e-06
499.993,1.4347775755099997e-06
510.018,1.512662624340001e-06
520.037,1.58053687014e-06
529.972,1.6505271206099993e-06
539.982,1.6856976849999998e-06
549.986,1.7171879947000009e-06
559.985,1.7849489236200003e-06
569.979,1.7930223730399994e-06
579.967,1.793756248e-06
590.029,1.8090130553000017e-06
600.006,1.8005698095400005e-06
609.977,1.7499413536999996e-06
620.021,1.67003726312e-06
629.981,1.6238035385299997e-06
640.013,1.5891017471399991e-06
650.039,1.5476789343399989e-06
659.98,1.4775949613800009e-06
669.994,1.3929648292600004e-06
680.001,1.3106372329600013e-06
689.983,1.5489640810499995e-06
699.979,1.58372963086e-06
709.968,1.5958800531500004e-06
720.029,1.5701016985699992e-06
730.004,1.5343630190100002e-06
739.972,1.4989309221499988e-06
750.011,1.4526235190299993e-06
