Wavelength (nm),Current (A)
349.973,5.1440761553333346e-09
359.99,9.571313869333332e-09
370.003,1.525778901333333e-08
380.013,2.4782954185555553e-08
390.019,4.2438319104444455e-08
400.022,6.594154657333334e-08
410.021,9.434212579888892e-08
420.016,1.2923247094444445e-07
430.007,1.5482311733333334e-07
439.994,1.9059415896666665e-07
449.977,2.3570276995555561e-07
460.035,2.8206555996666663e-07
470.01,3.259864470444444e-07
479.98,3.7419337062222234e-07
490.025,4.225672098444445e-07
499.985,4.642593632333333e-07
510.021,5.047205951111109e-07
519.972,5.36484628211111e-07
529.998,5.697794828555556e-07
540.019,5.933008411777777e-07
550.034,6.073035054777778e-07
559.965,6.264630783333335e-07
569.97,6.516024864999999e-07
579.97,6.606706697666667e-07
589.964,6.718175617666665e-07
600.032,6.905848338666669e-07
610.014,6.920115131666663e-07
619.991,6.781630102222224e-07
629.962,6.672304646444448e-07
640.006,6.642114612555553e-07
649.964,6.570346413333331e-07
659.996,6.32873453e-07
670.021,5.783774031333333e-07
680.039,4.2152663017777776e-07
690.015,2.1033063974444447e-07
700.014,9.144815611555559e-08
710.006,4.3281748009999994e-08
719.99,2.4315413032222214e-08
729.968,1.5830941942222218e-08
740.018,1.0507095409e-08
749.981,6.64757870411111e-09
