Wavelength (nm),Current (A)
349.973,8.792744513777783e-09
359.99,1.4524543121111116e-08
370.003,2.250703602444444e-08
380.013,3.8499177906666654e-08
390.019,6.215154582555553e-08
400.022,9.099138115000001e-08
410.021,1.256937962e-07
420.016,1.658454542222222e-07
430.007,1.9040415282222217e-07
439.994,2.3436460601111108e-07
449.977,2.7985131896666663e-07
460.035,3.261271643444446e-07
470.01,3.6939020998888875e-07
479.98,4.1760420420000003e-07
490.025,4.5771861235555557e-07
499.985,4.977795701222222e-07
510.021,5.312159342333332e-07
519.972,5.617870124333332e-07
529.998,5.874848206555554e-07
540.019,6.00228191433333e-07
550.034,6.079785012888885e-07
559.965,6.342840522999994e-07
569.97,6.457368400444442e-07
579.97,6.503734720444443e-07
589.964,6.615734062777775e-07
600.032,6.647789117666669e-07
610.014,6.489573844333332e-07
619.991,6.279594670444443e-07
629.962,6.13054705711111e-07
640.006,5.98870961422222e-07
649.964,5.704182364666665e-07
659.996,5.209368753333332e-07
670.021,4.5831596104444456e-07
680.039,3.8996128824444433e-07
690.015,3.6182512653333335e-07
700.014,3.0724315827777764e-07
710.006,2.4088772929999996e-07
719.99,1.707033614111111e-07
729.968,1.0711901262222225e-07
740.018,5.802578099999999e-08
749.981,2.702649625555555e-08
