Wavelength (nm),Current (A)
350.005,3.4080097456666663e-09
360.018,5.6329944547777784e-09
370.028,8.315238425555555e-09
380.034,1.3347732311111106e-08
390.036,2.3686290111111106e-08
400.035,3.732633512333332e-08
410.031,5.3645105638888866e-08
420.022,7.387872696111113e-08
430.009,9.02386194555555e-08
439.993,1.1463846566666661e-07
449.972,1.448051857666666e-07
460.026,1.7530723266666672e-07
469.997,2.026346129555556e-07
479.963,2.3339785390000004e-07
490.005,2.630606200222222e-07
499.962,2.900269651555556e-07
509.993,3.14898226511111e-07
520.02,3.356581144444444e-07
529.963,3.5643154012222214e-07
539.98,3.7134714677777755e-07
549.992,3.8481959821111105e-07
559.998,3.929737244333333e-07
570.0,4.1425587013333326e-07
579.995,4.2222931862222215e-07
589.986,4.3174177824444457e-07
599.97,4.392213670666666e-07
610.028,4.360108828333332e-07
620.001,4.2502791242222214e-07
629.968,4.1682698754444433e-07
640.008,4.132865943111111e-07
649.963,4.048545148888889e-07
659.991,3.83698120111111e-07
670.012,3.538817034777777e-07
680.026,3.2454226894444437e-07
690.032,3.371694585444443e-07
700.032,3.3996849004444463e-07
710.026,3.345034434444444e-07
720.012,3.1810551136666664e-07
729.991,2.914115457666667e-07
739.964,2.54542153911111e-07
750.007,2.0511543311111127e-07
