Wavelength (nm),Current (A)
350.005,5.808520220333333e-09
360.018,1.0276129446999996e-08
370.028,1.5548060514444445e-08
380.034,2.5057194785555557e-08
390.036,4.3611490045555546e-08
400.035,6.730760701222222e-08
410.031,9.465449751111105e-08
420.022,1.2584062578888886e-07
430.009,1.4625764823333334e-07
439.993,1.7771599884444444e-07
449.972,2.1820793354444447e-07
460.026,2.6012597163333335e-07
469.997,2.9674544258888885e-07
479.963,3.393169191111111e-07
490.005,3.790431917888887e-07
499.962,4.1634503706666656e-07
509.993,4.510734552111111e-07
520.02,4.797593799888887e-07
529.963,5.081240139888888e-07
539.98,5.261774974555555e-07
549.992,5.418733649666667e-07
559.998,5.509473662555556e-07
570.0,5.774513302888887e-07
579.995,5.84313903911111e-07
589.986,5.940158001333334e-07
599.97,6.030862786777779e-07
610.028,5.965233331444444e-07
620.001,5.790036614555554e-07
629.968,5.676514688555554e-07
640.008,5.672391716666668e-07
649.963,5.627406628888889e-07
659.991,5.414776398999999e-07
670.012,5.043309746777778e-07
680.026,4.583835676333334e-07
690.032,4.5178181166666664e-07
700.032,4.0655201378888905e-07
710.026,3.3217084824444433e-07
720.012,2.4072284961111104e-07
729.991,1.5366090997777778e-07
739.964,8.536483712222222e-08
750.007,4.1084084721111096e-08
