Wavelength (nm),Power (W)
349.973,8.879468026300006e-08
359.99,1.0873344450600005e-07
370.003,1.31784086729e-07
380.013,1.6820863919700002e-07
390.019,2.3383952157800003e-07
400.022,3.166709347000002e-07
410.021,4.0596353969000023e-07
420.016,4.999680299999999e-07
430.007,5.5485374235e-07
439.994,6.3887013338e-07
449.977,7.481588574500002e-07
460.035,8.523414797900006e-07
470.01,9.405612015800003e-07
479.98,1.04370078839e-06
490.025,1.1393746891300003e-06
499.985,1.2280890510099998e-06
510.021,1.3113122690299998e-06
519.972,1.3807575470200002e-06
529.998,1.4513222913599988e-06
540.019,1.4965358576500003e-06
550.034,1.5149423979099997e-06
559.965,1.5585831789200014e-06
569.97,1.61721536871e-06
579.97,1.6367603854399999e-06
589.964,1.6578904983599997e-06
600.032,1.6751633210399993e-06
610.014,1.6486956450699988e-06
619.991,1.5968583630799997e-06
629.962,1.5437689313699994e-06
640.006,1.5178553501900004e-06
649.964,1.4949231166300005e-06
659.996,1.4342447406899997e-06
670.021,1.3472648470299992e-06
680.039,1.2657130281800003e-06
690.015,1.2969369515800002e-06
700.014,1.3508573010400004e-06
710.006,1.3866963405100005e-06
719.99,1.3980762941100006e-06
729.968,1.38612596742e-06
740.018,1.3657085128e-06
749.981,1.3347292877799998e-06
