Wavelength (nm),Power (W)
350.005,1.2264150271700012e-07
360.018,1.4340833609199994e-07
370.028,1.6490541384299993e-07
380.034,1.9869996378099992e-07
390.036,2.6251285635000007e-07
400.035,3.367037966999998e-07
410.031,4.1526340413e-07
420.022,4.985493556600001e-07
430.009,5.483319869999998e-07
439.993,6.290568359100001e-07
449.972,7.297025732100006e-07
460.026,8.253548159800002e-07
469.997,9.067042922200009e-07
479.963,1.0008014493100002e-06
490.005,1.08377319717e-06
499.962,1.1645407664899993e-06
509.993,1.2424622207099999e-06
520.02,1.2980891733400008e-06
529.963,1.3601246717799997e-06
539.98,1.3949725683700005e-06
549.992,1.4244960260399993e-06
559.998,1.4379079135600004e-06
570.0,1.483363029729999e-06
579.995,1.4992982084899995e-06
589.986,1.5103778815399993e-06
599.97,1.5186295894100002e-06
610.028,1.4914224749500002e-06
620.001,1.4353119235000008e-06
629.968,1.3999164292899999e-06
640.008,1.3792962346999994e-06
649.963,1.35284527058e-06
659.991,1.3025167526700001e-06
670.012,1.2333764675e-06
680.026,1.1636169116900005e-06
690.032,1.2534163255300003e-06
700.032,1.29491165915e-06
710.026,1.3193419180699997e-06
720.012,1.3178851315700003e-06
729.991,1.3004035696200004e-06
739.964,1.2723505636599996e-06
750.007,1.2341340323199993e-06
