Wavelength (nm),Current (A)
349.989,5.245598615333332e-09
359.994,9.539800702888881e-09
369.997,1.4785693499999997e-08
379.995,2.4685016466666662e-08
389.991,4.3075134699999975e-08
399.982,6.621598496333335e-08
409.97,9.441414397777782e-08
420.034,1.269788319777778e-07
430.014,1.4939450335555555e-07
439.989,1.8415254996666672e-07
449.961,2.263726570444443e-07
460.008,2.693761812555556e-07
469.972,3.070953172888889e-07
480.01,3.51363293511111e-07
489.964,3.897239557222223e-07
499.993,4.267100945555557e-07
510.018,4.6042694828888895e-07
520.037,4.893897103666663e-07
529.972,5.156368345666663e-07
539.982,5.315775982444446e-07
549.986,5.486225726555552e-07
559.985,5.783077213333333e-07
569.979,5.888103919555554e-07
579.967,5.967338413888887e-07
590.029,6.096923886333335e-07
600.006,6.17564633711111e-07
609.977,6.051735644555557e-07
620.021,5.860213232000002e-07
629.981,5.74097069588889e-07
640.013,5.700949922555557e-07
650.039,5.540831252666666e-07
659.98,5.240807114666665e-07
669.994,4.769733688444447e-07
680.001,4.117072897111112e-07
689.983,3.8788091600000004e-07
699.979,3.5023178941111105e-07
709.968,3.134816964666666e-07
720.029,2.7173606102222236e-07
730.004,2.2541726692222213e-07
739.972,1.7434213774444448e-07
750.011,1.209750481222222e-07
