Wavelength (nm),Power (W)
349.989,1.0764264046899998e-07
359.994,1.3294460813300004e-07
369.997,1.6339175985099996e-07
379.995,2.1534597696100006e-07
389.991,3.0141037366999996e-07
399.982,3.9604165636999984e-07
409.97,4.946634023500001e-07
420.034,5.998999539199999e-07
430.014,6.5220450673e-07
439.989,7.543946191699999e-07
449.961,8.696288571399993e-07
460.008,9.858951431499996e-07
469.972,1.0865950839e-06
480.01,1.1992613167900003e-06
489.964,1.30653794598e-06
499.993,1.4035128754799996e-06
510.018,1.4925835631900002e-06
520.037,1.56236913764e-06
529.972,1.6426814853500012e-06
539.982,1.6838626516900015e-06
549.986,1.7238534691299999e-06
559.985,1.79032898759e-06
569.979,1.8050147782300005e-06
579.967,1.8102412957100006e-06
590.029,1.8246934579400007e-06
600.006,1.8210546102300003e-06
609.977,1.7700589993100001e-06
620.021,1.6920392077800005e-06
629.981,1.64964103121e-06
640.013,1.6167954941800016e-06
650.039,1.5743708815099994e-06
659.98,1.5038956962799998e-06
669.994,1.4207274011599992e-06
680.001,1.3338095532900004e-06
689.983,1.4385779155699989e-06
699.979,1.4668257943799998e-06
709.968,1.47236517477e-06
720.029,1.4504452138700006e-06
730.004,1.41810236817e-06
739.972,1.3874316727000005e-06
750.011,1.3435742471700004e-06
