Wavelength (nm),Current (A)
349.973,5.678250904777776e-09
359.99,9.182910996222221e-09
370.003,1.4093264784444444e-08
380.013,2.399580471000001e-08
390.019,3.8412947070000015e-08
400.022,5.5281951639999995e-08
410.021,7.506949008333331e-08
420.016,9.793227779444444e-08
430.007,1.1387540717777776e-07
439.994,1.4288309456666668e-07
449.977,1.725123268444445e-07
460.035,2.0227895268888887e-07
470.01,2.2882330625555554e-07
479.98,2.5987828889999993e-07
490.025,2.8605696678888876e-07
499.985,3.1239520022222213e-07
510.021,3.3408468087777767e-07
519.972,3.5481365677777785e-07
529.998,3.7274373398888887e-07
540.019,3.8306690130000015e-07
550.034,3.911765945777778e-07
559.965,4.1115337476666655e-07
569.97,4.224728748000001e-07
579.97,4.2953876784444457e-07
589.964,4.4027068427777774e-07
600.032,4.428756123000001e-07
610.014,4.3244942398888885e-07
619.991,4.20929241711111e-07
629.962,4.1698766067777767e-07
640.006,4.1569221733333333e-07
649.964,4.084496365111112e-07
659.996,3.9084878733333333e-07
670.021,3.70294312122222e-07
680.039,3.5197936668888876e-07
690.015,3.7416697980000014e-07
700.014,3.8486415061111123e-07
710.006,3.819525535222223e-07
719.99,3.619302129333332e-07
729.968,3.229494560444444e-07
740.018,2.622649118222222e-07
749.981,1.8477803678888878e-07
