Wavelength (nm),Current (A)
349.973,2.639753032555555e-09
359.99,4.087307791555556e-09
370.003,6.086596427444445e-09
380.013,1.0084992939555554e-08
390.019,1.6163430904444442e-08
400.022,2.3246288573333333e-08
410.021,3.181433251222223e-08
420.016,4.18738830822222e-08
430.007,4.916224752333332e-08
439.994,6.205726114888886e-08
449.977,7.568290022666665e-08
460.035,8.99488141922222e-08
470.01,1.0346103570555556e-07
479.98,1.1900033991111113e-07
490.025,1.3310866495555553e-07
499.985,1.4775872674444445e-07
510.021,1.6053343452222216e-07
519.972,1.7296758960000003e-07
529.998,1.8421748718888894e-07
540.019,1.9178674052222234e-07
550.034,1.9787934325555547e-07
559.965,2.0980021381111107e-07
569.97,2.181669873222223e-07
579.97,2.2544519398888887e-07
589.964,2.361650874555555e-07
600.032,2.435592906111111e-07
610.014,2.429443754222222e-07
619.991,2.4063536907777774e-07
629.962,2.415525839333333e-07
640.006,2.436984273777777e-07
649.964,2.41563012311111e-07
659.996,2.3373490152222226e-07
670.021,2.241340512333333e-07
680.039,2.159209454888888e-07
690.015,2.3203557971111106e-07
700.014,2.4884090346666665e-07
710.006,2.568060464555555e-07
719.99,2.5545515743333316e-07
729.968,2.4601137896666665e-07
740.018,2.2706525268888874e-07
749.981,1.9758793353333335e-07
