Wavelength (nm),Power (W)
349.987,1.0652435075999991e-07
359.993,1.1891428709799992e-07
369.995,1.34322593798e-07
379.994,1.5997867621199993e-07
389.989,2.0298272977299997e-07
399.981,2.5288246464999987e-07
409.968,3.064704649800002e-07
420.032,3.622747442999998e-07
430.012,3.8827749535e-07
439.988,4.4657777837e-07
450.039,5.135036440500002e-07
460.007,5.8009509827e-07
469.97,6.3697260317e-07
480.008,7.008318275200001e-07
489.962,7.629278482700003e-07
499.991,8.175063953699999e-07
510.016,8.665946205599999e-07
520.035,9.070094981200005e-07
529.97,9.505818730599999e-07
539.979,9.724341023499998e-07
549.984,9.93179324749999e-07
559.983,1.0317198422399998e-06
569.976,1.0394311257699996e-06
579.965,1.0404185462700002e-06
590.026,1.0460450408799998e-06
600.003,1.0456697104100004e-06
609.975,1.0158460802300005e-06
620.019,9.695647122800006e-07
629.978,9.434749978299998e-07
640.011,9.2482599649e-07
650.037,8.984508233200001e-07
659.978,8.570219620400007e-07
669.991,8.079096639200005e-07
679.998,7.621946900999995e-07
689.98,8.945200429e-07
699.976,9.105090609300002e-07
709.965,9.151225520799998e-07
720.026,9.005392589399992e-07
730.001,8.812214997500001e-07
739.969,8.579933063900004e-07
750.008,8.304840153099996e-07
