Wavelength (nm),Current (A)
350.005,3.5135421533333345e-09
360.018,5.863443305222222e-09
370.028,8.603100646999999e-09
380.034,1.383874211444445e-08
390.036,2.4557417875555544e-08
400.035,3.852323751666665e-08
410.031,5.51578215488889e-08
420.022,7.568817212777778e-08
430.009,9.26902610822222e-08
439.993,1.1744467854444443e-07
449.972,1.4786963508888887e-07
460.026,1.7906463207777773e-07
469.997,2.0706710654444437e-07
479.963,2.3826395031111107e-07
490.005,2.67083993988889e-07
499.962,2.9357262158888884e-07
509.993,3.191316317999999e-07
520.02,3.402507463888889e-07
529.963,3.613074397666667e-07
539.98,3.758320784555553e-07
549.992,3.8870320688888867e-07
559.998,3.9711126327777754e-07
570.0,4.189971565888888e-07
579.995,4.2843700033333337e-07
589.986,4.3910595521111117e-07
599.97,4.4809083991111126e-07
610.028,4.4495488004444445e-07
620.001,4.330076424555556e-07
629.968,4.249151012111113e-07
640.008,4.238755127777776e-07
649.963,4.2006749252222216e-07
659.991,4.047118377777778e-07
670.012,3.821890574222222e-07
680.026,3.596067163111112e-07
690.032,3.846161108666667e-07
700.032,3.9995997032222233e-07
710.026,4.0305863535555535e-07
720.012,3.9290123488888877e-07
729.991,3.6986272123333325e-07
739.964,3.323709969222223e-07
750.007,2.761612675333334e-07
