Wavelength (nm),Power (W)
350.005,9.014401300100001e-08
360.018,1.1729232198200004e-07
370.028,1.4010797968400005e-07
380.034,1.74332170737e-07
390.036,2.4067712418100004e-07
400.035,3.1689448852999985e-07
410.031,3.976742054400001e-07
420.022,4.860772777699995e-07
430.009,5.312259654399997e-07
439.993,6.145044926499997e-07
449.972,7.203321720200001e-07
460.026,8.220037707999998e-07
469.997,9.044006702700003e-07
479.963,9.996293232200004e-07
490.005,1.0842206714799999e-06
499.962,1.1626543886800006e-06
509.993,1.2397839520800001e-06
520.02,1.2884381687200002e-06
529.963,1.353533268190001e-06
539.98,1.3889418841300001e-06
549.992,1.4151919885e-06
559.998,1.4249733777599999e-06
570.0,1.4772720322199999e-06
579.995,1.4903298256500004e-06
589.986,1.5060166230999993e-06
599.97,1.5129551621e-06
610.028,1.4825557434500003e-06
620.001,1.4255480783899999e-06
629.968,1.3912756576899994e-06
640.008,1.37705810289e-06
649.963,1.3567729410500004e-06
659.991,1.3066744110699994e-06
670.012,1.2374729305600007e-06
680.026,1.16702149257e-06
690.032,1.2587971530999997e-06
700.032,1.3047085974500006e-06
710.026,1.3312570576200006e-06
720.012,1.3302833309399993e-06
729.991,1.3128282438200003e-06
739.964,1.2919338655699994e-06
750.007,1.255151154259999e-06
