Wavelength (nm),Current (A)
349.973,5.993285604444439e-09
359.99,9.832580464555552e-09
370.003,1.5343841917777778e-08
380.013,2.670922760666668e-08
390.019,4.3563442234444446e-08
400.022,6.383051310333333e-08
410.021,8.916839031111108e-08
420.016,1.215935635222222e-07
430.007,1.4503536354444448e-07
439.994,1.833646688222221e-07
449.977,2.2323522908888873e-07
460.035,2.638381849222222e-07
470.01,3.015298919666665e-07
479.98,3.4359061261111105e-07
490.025,3.786791760999998e-07
499.985,4.1379249232222207e-07
510.021,4.430289294555557e-07
519.972,4.6988835809999987e-07
529.998,4.931661355888888e-07
540.019,5.062665753888889e-07
550.034,5.163116476666666e-07
559.965,5.41721458422222e-07
569.97,5.548864962777775e-07
579.97,5.621208407333334e-07
589.964,5.739181507888887e-07
600.032,5.737999565555555e-07
610.014,5.56318249711111e-07
619.991,5.362483342444444e-07
629.962,5.244834188999999e-07
640.006,5.152054384111113e-07
649.964,4.97615122711111e-07
659.996,4.6828763853333337e-07
670.021,4.366981291888888e-07
680.039,4.0749512749999997e-07
690.015,4.3127291685555544e-07
700.014,4.3644408594444455e-07
710.006,4.255359806222221e-07
719.99,3.967243936111111e-07
729.968,3.516001246111112e-07
740.018,2.8958110523333324e-07
749.981,2.1326336006666666e-07
