Wavelength (nm),Current (A)
349.987,2.858643366666667e-09
359.993,4.821227116444444e-09
369.995,7.0655597692222204e-09
379.994,1.1901334878888883e-08
389.989,2.0293002286666663e-08
399.981,3.1037928872222225e-08
409.968,4.394478781888889e-08
420.032,5.970950710555556e-08
430.012,7.12675941777778e-08
439.988,8.930794173777772e-08
450.039,1.1127694185555558e-07
460.007,1.336805507444444e-07
469.97,1.5352556696666662e-07
480.008,1.7686971390000005e-07
489.962,1.9885599145555548e-07
499.991,2.1891095038888879e-07
510.016,2.375145729666667e-07
520.035,2.5260500584444454e-07
529.97,2.6668943776666666e-07
539.979,2.7518974166666674e-07
549.984,2.844228466555556e-07
559.983,2.984890457777777e-07
569.976,3.034354342222223e-07
579.965,3.0649763185555556e-07
590.026,3.1174918409999994e-07
600.003,3.1323084509999997e-07
609.975,3.052212330555555e-07
620.019,2.926607012666665e-07
629.978,2.8431456925555554e-07
640.011,2.799593771555557e-07
650.037,2.720092370111111e-07
659.978,2.570521280333334e-07
669.991,2.3637991983333325e-07
679.998,2.1237967582222223e-07
689.98,2.4517930875555567e-07
699.976,2.3743479894444443e-07
709.965,2.2640152641111109e-07
720.026,2.079139293444443e-07
730.001,1.833123199444443e-07
739.969,1.5241300604444443e-07
750.008,1.1686796313333333e-07
