Wavelength (nm),Power (W)
349.989,1.1070107892e-07
359.994,1.4339315640600007e-07
369.997,1.8022565800600016e-07
379.995,2.4378236020099993e-07
389.991,3.4430150732999985e-07
399.982,4.515567901599999e-07
409.97,5.632984143100001e-07
420.034,6.747843593800006e-07
430.014,7.276146664500003e-07
439.989,8.378794689800001e-07
449.961,9.657096091900002e-07
460.008,1.0932267332599998e-06
469.972,1.2004046106599998e-06
480.01,1.32286664328e-06
489.964,1.4330453592499996e-06
499.993,1.5366248425299995e-06
510.018,1.622795773019999e-06
520.037,1.7003606427700002e-06
529.972,1.7823641578699998e-06
539.982,1.8206703564300001e-06
549.986,1.8559588407000006e-06
559.985,1.92938789662e-06
569.979,1.9412788787499996e-06
579.967,1.9440972391499985e-06
590.029,1.9576251409499994e-06
600.006,1.950130162130001e-06
609.977,1.8929483057599996e-06
620.021,1.8098480229299998e-06
629.981,1.7643128085499995e-06
640.013,1.7280089033399999e-06
650.039,1.6820294026299995e-06
659.98,1.6081233547599987e-06
669.994,1.5152279871699998e-06
680.001,1.4285722016599996e-06
689.983,1.6994656271000006e-06
699.979,1.7312466866899996e-06
709.968,1.7341483776600005e-06
720.029,1.7158200427499986e-06
730.004,1.6774341963699986e-06
739.972,1.6382213192400004e-06
750.011,1.5945875174200007e-06
