Wavelength (nm),Current (A)
350.005,4.722957365333334e-09
360.018,8.11302513222222e-09
370.028,1.1985973301111116e-08
380.034,1.915927350333333e-08
390.036,3.355960323555555e-08
400.035,5.203647638111113e-08
410.031,7.361102847666665e-08
420.022,9.897311834333333e-08
430.009,1.174660200777778e-07
439.993,1.456129719111112e-07
449.972,1.8154473416666664e-07
460.026,2.1833854916666671e-07
469.997,2.5036743557777785e-07
479.963,2.855565828666667e-07
490.005,3.1834361844444457e-07
499.962,3.4848726455555546e-07
509.993,3.770267351555555e-07
520.02,4.0207642496666667e-07
529.963,4.255599434222222e-07
539.98,4.407644552333333e-07
549.992,4.543914169666666e-07
559.998,4.624452431777778e-07
570.0,4.859635649555555e-07
579.995,4.940629275222222e-07
589.986,5.045973035777778e-07
599.97,5.124995040333335e-07
610.028,5.081361516111109e-07
620.001,4.940481360777778e-07
629.968,4.860930861222223e-07
640.008,4.860500700777778e-07
649.963,4.822226592666667e-07
659.991,4.6623380604444446e-07
670.012,4.413600823444444e-07
680.026,4.1281206395555546e-07
690.032,4.325183143e-07
700.032,4.3303485973333307e-07
710.026,4.2216254784444456e-07
720.012,3.946286101333333e-07
729.991,3.506711684777777e-07
739.964,2.911372989999999e-07
750.007,2.183259938000001e-07
