Wavelength (nm),Power (W)
350.005,1.0649783600799998e-07
360.018,1.26179752864e-07
370.028,1.479282525409999e-07
380.034,1.854263483490001e-07
390.036,2.558724600700001e-07
400.035,3.379337044699998e-07
410.031,4.2489068405e-07
420.022,5.191438629399999e-07
430.009,5.717943185999998e-07
439.993,6.583369242100003e-07
449.972,7.655798154999999e-07
460.026,8.623202032700002e-07
469.997,9.431549830100003e-07
479.963,1.0363892934500002e-06
490.005,1.11464078316e-06
499.962,1.1955190533299994e-06
509.993,1.2689977608799996e-06
520.02,1.326133328260001e-06
529.963,1.3865960881400008e-06
539.98,1.4195355958900006e-06
549.992,1.4496505513700002e-06
559.998,1.4643249061799996e-06
570.0,1.513615640680001e-06
579.995,1.5259828302699999e-06
589.986,1.5432831736699992e-06
599.97,1.54984464022e-06
610.028,1.52145055889e-06
620.001,1.46979644051e-06
629.968,1.4352312564100003e-06
640.008,1.4103259270199997e-06
649.963,1.3913105084699997e-06
659.991,1.33558759159e-06
670.012,1.2663840857500005e-06
680.026,1.2039825285300006e-06
690.032,1.2864758252300007e-06
700.032,1.3311314955100003e-06
710.026,1.35879447269e-06
720.012,1.3561547115400002e-06
729.991,1.3425239455800005e-06
739.964,1.31041072963e-06
750.007,1.2746375205600004e-06
