Wavelength (nm),Current (A)
349.99,1.6275929661999998e-09
359.996,2.5450404388888897e-09
369.998,3.5084795828888886e-09
379.997,5.505469729444445e-09
389.992,9.515126366333332e-09
399.984,1.4881864116666657e-08
409.971,2.1907420269999998e-08
420.035,3.119647891111112e-08
430.015,3.913745033666666e-08
439.991,5.081562414333333e-08
449.963,6.513875730444444e-08
460.01,8.036402013999999e-08
469.973,9.373564912777783e-08
480.012,1.0885736625333331e-07
489.966,1.2341965707777777e-07
499.995,1.3775023718888886e-07
510.02,1.511319488888889e-07
520.039,1.6364691227777777e-07
529.974,1.74455963511111e-07
539.984,1.8131401711111115e-07
549.988,1.881435570666666e-07
559.987,1.9927640842222217e-07
569.981,2.040318842333334e-07
579.969,2.0725981020000006e-07
590.031,2.1224437456666664e-07
600.008,2.1526235311111097e-07
609.979,2.1142905496666668e-07
620.024,2.0515107854444443e-07
629.983,2.0263231196666672e-07
640.016,1.9913379183333325e-07
649.963,1.9289277589999989e-07
659.983,1.8205972484444437e-07
669.997,1.6957311842222222e-07
680.004,1.5894696871111107e-07
689.986,1.8796221744444437e-07
699.982,1.9376459636666662e-07
709.971,1.933373529222221e-07
720.031,1.8666438518888883e-07
730.006,1.7253606586666667e-07
739.974,1.5292351825555556e-07
750.014,1.2618828995555558e-07
