Wavelength (nm),Current (A)
349.973,4.963591999333331e-09
359.99,7.954104653e-09
370.003,1.2359313058888888e-08
380.013,2.146768566111111e-08
390.019,3.525928548222222e-08
400.022,5.1882628872222214e-08
410.021,7.262428026666667e-08
420.016,9.873052021333334e-08
430.007,1.1789529622222223e-07
439.994,1.5016568488888883e-07
449.977,1.8381004318888888e-07
460.035,2.177899228555556e-07
470.01,2.49231829611111e-07
479.98,2.846183591222223e-07
490.025,3.1581745384444437e-07
499.985,3.4718149659999996e-07
510.021,3.726637243888889e-07
519.972,3.9662229505555544e-07
529.998,4.172525272999999e-07
540.019,4.299003778555557e-07
550.034,4.4047632502222206e-07
559.965,4.643154695111111e-07
569.97,4.777380519555555e-07
579.97,4.853657071333333e-07
589.964,4.980173291222223e-07
600.032,5.00622411811111e-07
610.014,4.878444851222222e-07
619.991,4.729815842666666e-07
629.962,4.6509442223333306e-07
640.006,4.579167557111113e-07
649.964,4.4084416202222215e-07
659.996,4.1252466167777793e-07
670.021,3.7911045178888896e-07
680.039,3.5738854643333334e-07
690.015,3.806768364555555e-07
700.014,3.9118530061111113e-07
710.006,3.877198208222223e-07
719.99,3.7315875214444454e-07
729.968,3.439752514888889e-07
740.018,2.998598467111113e-07
749.981,2.370701959555555e-07
