Wavelength (nm),Power (W)
349.989,9.7753645954e-08
359.994,1.1193839362799989e-07
369.997,1.2688121582700003e-07
379.995,1.50369485685e-07
389.991,1.8855796166700017e-07
399.982,2.3074699479999996e-07
409.97,2.8005236356999993e-07
420.034,3.4107515648000006e-07
430.014,3.718803199899998e-07
439.989,4.2944397644000004e-07
449.961,4.9710455333e-07
460.008,5.641837106400001e-07
469.972,6.212535279499998e-07
480.01,6.889949401500002e-07
489.964,7.471189098900001e-07
499.993,8.021292188600002e-07
510.018,8.486187002199997e-07
520.037,8.8842498828e-07
529.972,9.320789550499992e-07
539.982,9.563200927499995e-07
549.986,9.766000959800003e-07
559.985,1.0118143134699999e-06
569.979,1.0115319986500002e-06
579.967,1.0152646322900004e-06
590.029,1.0247730447100006e-06
600.006,1.0256578790300002e-06
609.977,1.0003197388900004e-06
620.021,9.537834921599996e-07
629.981,9.265653428699995e-07
640.013,9.0866336848e-07
650.039,8.844543350399997e-07
659.98,8.468858928199993e-07
669.994,7.996568738000001e-07
680.001,7.4951380754e-07
689.983,8.840433591200003e-07
699.979,9.019462657899999e-07
709.968,9.0678711927e-07
720.029,8.947643582800002e-07
730.004,8.754256447600001e-07
739.972,8.525601867499998e-07
750.011,8.258334290500003e-07
