Wavelength (nm),Current (A)
350.005,6.815532076444443e-09
360.018,1.1876657373333333e-08
370.028,1.7705290759999993e-08
380.034,2.8089885255555543e-08
390.036,4.804879285777778e-08
400.035,7.30368952711111e-08
410.031,1.028774299311111e-07
420.022,1.384712548777778e-07
430.009,1.6421556946666668e-07
439.993,2.0091280184444448e-07
449.972,2.471666290555556e-07
460.026,2.955094904444444e-07
469.997,3.3824503921111127e-07
479.963,3.8716539486666655e-07
490.005,4.323608885777776e-07
499.962,4.7335849177777776e-07
509.993,5.106162383111111e-07
520.02,5.418664873666666e-07
529.963,5.715193446777776e-07
539.98,5.927708816888889e-07
549.992,6.08083027733333e-07
559.998,6.152659686444444e-07
570.0,6.369722964777776e-07
579.995,6.426089540444445e-07
589.986,6.537034633444442e-07
599.97,6.699591445444445e-07
610.028,6.719162500888889e-07
620.001,6.591378217222222e-07
629.968,6.491119696777779e-07
640.008,6.429868412111109e-07
649.963,6.301068045777779e-07
659.991,6.021888329666667e-07
670.012,5.300064626999999e-07
680.026,3.391321287777777e-07
690.032,1.5420480894444445e-07
700.032,5.7314365914444455e-08
710.026,2.1200585242222216e-08
720.012,8.395499606666668e-09
729.991,4.127322983999999e-09
739.964,2.476344034333332e-09
750.007,1.8417918054444445e-09
