Wavelength (nm),Power (W)
349.99,1.0447813277099993e-07
359.996,1.3793989576700005e-07
369.998,1.7157864114599992e-07
379.997,2.262142085759998e-07
389.992,3.171451257999999e-07
399.984,4.1573325704000006e-07
409.971,5.1828982125e-07
420.035,6.2642280141e-07
430.015,6.786055155100002e-07
439.991,7.8442655736e-07
449.963,9.0074240182e-07
460.01,1.0182825863699999e-06
469.973,1.116530903230001e-06
480.012,1.2305068889199997e-06
489.966,1.3337633196700012e-06
499.995,1.4304004497200004e-06
510.02,1.5074877085800002e-06
520.039,1.5713958038099992e-06
529.974,1.6420835959700018e-06
539.984,1.68355922911e-06
549.988,1.7127435879399986e-06
559.987,1.777936443319999e-06
569.981,1.7829208693899993e-06
579.969,1.7865006473100006e-06
590.031,1.7949966862000008e-06
600.008,1.7876595827999997e-06
609.979,1.7349543080300004e-06
620.024,1.6563114246400004e-06
629.983,1.6082791694100004e-06
640.016,1.5748166043799991e-06
649.963,1.5347077584699998e-06
659.983,1.46148276148e-06
669.997,1.3808970549999996e-06
680.004,1.3040073889100004e-06
689.986,1.5124008217399991e-06
699.982,1.5440739405999995e-06
709.971,1.5488087041899998e-06
720.031,1.5277000636400002e-06
730.006,1.5067088730899996e-06
739.974,1.4658163797100004e-06
750.014,1.4189377225599999e-06
